Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
108,Hufflepuff,Archie,Richardson,1999-11-07,Left,66029.0,418.7979986881364,5.2419668253895,-4.187979986881364,3.957,-671.4414287470405,438.31538669812005,4.935839154299717,1060.1202962775103,6.812913992597643,0.4430065845720449,-244.95264,-4.13
109,Slytherin,Caryn,Irvine,1999-07-11,Left,65151.0,-340.47712877179464,-9.573924459742496,3.4047712877179466,-6.9910000000000005,-240.38448538772357,424.1737103817173,5.3553119373615194,1053.3427703322022,11.960950732479231,0.1851757806294785,-255.36437,-111.75
110,Slytherin,Octavia,Hamby,1997-08-04,Right,53672.0,-568.4347528438542,-4.239520728602262,5.684347528438543,-7.213999999999999,-558.7776213219696,350.1109816572477,1.390732469720544,1087.122080148455,7.717584206839883,,-252.34285,-73.57
111,Ravenclaw,Elmo,Samuel,1997-10-09,Right,80698.0,-585.0191291577961,3.1898344848682485,5.8501912915779615,4.982,1092.3886105728684,623.5655706886978,6.364252990529107,1068.6085802845414,6.424160493348571,1.2666859829880914,-230.46178999999998,-107.59
112,Ravenclaw,Theresa,Bird,1998-10-13,Right,69117.0,-642.0676826711983,6.704010364837727,6.420676826711983,4.078,586.2531378333607,,2.854086625690122,1015.2539996307147,1.364061915645859,,-231.57692000000003,18.2
113,Ravenclaw,Lynda,Peace,2000-09-16,Left,63085.0,-535.9631008491577,5.204957838617238,5.3596310084915775,4.947,586.1422517648629,606.48910681978,1.4228441184972218,1032.6371003153909,2.3528399658000354,-0.5924173093432028,-232.47673999999998,22.38
114,Ravenclaw,Curt,Sorrell,1998-08-21,Right,99356.0,-643.1680713069306,3.864537490275976,6.431680713069308,4.954,832.7382625617622,635.2443531910724,3.2624078281703843,,2.1728626875837134,1.34144306976047,-232.6804,-62.53
115,Gryffindor,Sharyn,Oconnell,1998-12-20,Right,32757.0,559.5125234247852,-4.459940037396295,-5.595125234247852,5.432,-593.1249867855042,565.6424557351163,-5.264616268276742,962.2932170297298,3.2163321961770768,0.2411916856305921,-252.34838,200.17
116,Ravenclaw,Roman,Stamps,1998-06-25,Right,43903.0,-615.7762884454629,5.282133070929046,6.1577628844546295,3.335,552.5711492773577,571.3624087031078,3.1248889801370154,1029.5300542313096,3.825085878371043,0.8936793324806668,-231.97034,23.05
117,Slytherin,Sheri,Tuttle,1997-05-11,Right,64893.0,-519.5256358296159,-6.361745193106215,5.195256358296159,-6.945,-628.7998129398574,335.23456452572975,4.204773786179422,,8.735903218516459,-1.9948528707930293,-253.98085,-128.79
118,Hufflepuff,Sharonda,Hansen,2001-04-25,Left,30360.0,714.1149421297548,3.8020363786508353,-7.1411494212975475,5.747000000000001,-484.5331077227224,414.25739614816484,7.048594642235372,1044.573924674855,8.599684067619055,1.0418670200071052,-244.29127000000003,8.27
119,Hufflepuff,Rudy,Sigler,1996-12-13,Left,53747.0,402.3001417950553,3.5301234602470117,-4.023001417950553,8.131,-623.5214066934777,395.7218484505045,5.08669689187408,1064.693322863819,4.2746396273666285,0.3196918148834346,-242.27829,-47.35
120,Ravenclaw,Ruthie,Hennessey,1999-10-02,Left,55822.0,-605.1690924876692,3.649099472007122,6.051690924876692,5.044,606.1203514615,690.8804539178152,4.221924952936674,1041.5330878808963,8.997370378174917,0.9700286918905174,-230.0022,24.51
121,Slytherin,Antone,Medina,1997-12-21,Left,38267.0,-483.1771126229637,,4.831771126229636,-5.0680000000000005,-589.6541348510808,406.18381761432516,5.884951929590099,1067.772809838536,12.952910852367266,-0.35877949210369164,-249.85396,-75.77
122,Ravenclaw,Jean,Herron,1998-05-10,Right,25521.0,-436.24884643414686,6.474863131317236,4.362488464341468,4.869,522.1715997244451,527.9337937892278,4.459569723219412,1046.1639573249836,4.7524221195076715,0.05990460638499244,-230.4195,12.92
123,Hufflepuff,Eileen,Santoro,1998-11-14,Right,91006.0,49.84224410654053,4.07105323766236,-0.4984224410654052,4.953,-767.512319847308,419.5410370404423,2.5460896700147537,1078.8972409376834,2.6291770181414966,-2.32106129799432,-244.26175,-60.98
124,Hufflepuff,Jonathan,Kingsbury,2000-06-06,Right,40304.0,575.2121843783339,4.274065280088816,-5.752121843783338,,0.6005743975177502,336.50614583541494,8.121613195628488,1018.2205012936674,3.744288425463465,-0.1253705817111685,-246.37242,-45.07
125,Slytherin,Brooks,Bettencourt,1999-09-26,Left,49342.0,-526.0859806925057,-4.036462449149498,5.2608598069250565,-5.763999999999999,-627.6900074406183,374.5229978785511,4.326933289561747,1062.0475552673126,9.142679119096826,1.6149153943110088,-250.42092000000002,-68.14
126,Hufflepuff,Amanda,Anaya,1999-08-18,Right,44716.0,362.5032318904866,5.234574629385135,-3.6250323189048657,3.715,-344.9898066027987,480.13605325383776,4.281443155647205,1027.4836774108724,6.486040479708785,-0.6937017894070421,-242.9028,55.66
127,Slytherin,Russ,Blais,1997-09-04,Right,44770.0,-531.9043967543388,-5.1549411645906345,5.3190439675433865,-5.577000000000001,-401.9862001840712,399.7636080150557,3.8752004138047855,1056.4237410427052,9.339369229360576,,-250.01667,-61.42
128,Slytherin,Wilbur,Burnside,1999-05-24,Right,45982.0,-488.97850798686363,-4.963730079291379,4.889785079868637,,-617.4040268104895,398.49990048810594,5.528243231441679,1059.217553368259,9.617422309157933,-0.5632199018740616,-247.73032,-83.27
129,Hufflepuff,Valarie,Valentin,1997-09-27,Left,42551.0,657.100095123139,8.127386769410322,-6.57100095123139,3.9189999999999996,-294.83786332300065,319.1080196126196,2.827435252204852,1036.4315100603385,-0.6851878477010405,0.3556839544802716,-245.78322000000003,18.2
130,Slytherin,Oma,Whitlow,2000-04-29,Left,46919.0,-404.372186541756,-5.078322642489496,4.04372186541756,-4.61,-322.9054893546188,456.63592378464597,3.9688566525093836,1039.1307085684732,10.276648636048334,0.0852451376997611,-249.67188,-28.32
131,Gryffindor,Nelson,Doolittle,1998-11-25,Left,32154.0,429.2554521387429,-7.7905820160194095,-4.29255452138743,4.2989999999999995,-362.4630769343058,532.3484938569541,-3.5301756757370466,932.4673231572592,1.6126967963194367,-0.41970777449651736,-253.98387000000002,153.59
132,Slytherin,Angeline,Trice,2000-04-02,Right,57769.0,-608.9149949864728,-9.953412078187053,6.089149949864727,-5.834,-460.6246625707302,358.904410560868,9.494249074769064,1048.6952318441702,11.61728541084899,-0.9737175264700044,-252.13077,-180.37
133,Hufflepuff,Luanne,Frasier,2000-10-31,Right,68382.0,357.7354160904055,4.908872293819791,-3.5773541609040547,4.831,-416.4718733751007,302.89290879777644,7.596506957882847,1057.687383071025,1.3393335799716803,0.2455262750704188,-244.50439,-119.59
134,Ravenclaw,Felton,Staley,1996-12-02,Left,22034.0,-381.56605353277746,5.7451858710109285,,5.142,218.1530324427649,582.3591353902546,4.9773029862558325,1050.934099950484,9.09915058576204,1.7883865101036371,-230.60911000000002,47.33
135,Ravenclaw,Lloyd,Blair,1997-05-13,Right,,-410.0433800648359,5.424500213157987,4.100433800648359,6.28,646.3970505738997,615.1309059306952,3.389682670285141,1049.400574764988,3.699480696959432,-1.272503416840197,-231.8865,-25.3
136,Ravenclaw,Reginald,Jordan,1999-06-10,Left,72259.0,-650.2578796427903,4.8700311219585775,6.502578796427902,4.815,518.0200601612597,627.6004488060165,4.108174932170596,1030.106352978376,4.374231618276964,-1.3025116828845449,-231.32397000000003,-8.05
137,Ravenclaw,Loraine,Cornell,1999-03-03,Right,65257.0,-567.9367699236492,,5.679367699236495,4.552,622.8874331648649,579.7480743903235,5.6230902004698935,1050.196608805973,5.437836279761195,-0.003950326226069712,-231.86231,-55.94
138,Hufflepuff,Ahmed,Nixon,1997-07-29,Left,48503.0,376.06722462189316,5.440261803832966,-3.760672246218931,6.182,-641.078187652068,423.32658286220436,2.7902750508823084,1057.7354954959262,4.208607987013705,-0.3904360993732139,-242.6917,22.29
139,Gryffindor,Rashad,Massie,1997-06-29,Left,62442.0,741.3409427247833,-1.3542832920553831,-7.413409427247831,7.782999999999999,-560.006130689935,597.7039642230521,-7.018531981033775,946.5523564245456,-1.14951082500442,0.5535948439413207,-252.15187000000003,219.3
140,Gryffindor,Dave,Naquin,1997-11-27,Right,56763.0,444.8624898617786,-5.331665078327536,-4.448624898617786,4.547,,629.2369725939395,-5.375846467984553,937.6315071565745,2.2794606275299683,0.4173716471038083,-252.95257,196.74
141,Ravenclaw,Ron,Hein,2000-12-12,Right,46540.0,-596.6361937636419,5.4231670616122765,5.966361937636419,4.101,455.2385437675364,612.3042514023821,4.617962264632348,1038.9382573295873,6.9347625606291,-1.5483542701794208,-230.56534,21.25
142,Gryffindor,Dick,Enos,2001-03-18,Left,47266.0,469.4059601258023,-5.529584365411202,-4.694059601258023,3.9810000000000003,-520.9485966422131,622.3857795225591,-4.622835308067772,957.758514994862,5.3516419173430565,1.5883960374994828,-253.08888,196.78
143,Hufflepuff,Lawerence,Sorensen,1999-09-25,Left,65283.0,389.2024319182311,5.804108097003042,-3.892024319182312,4.397,-449.0436916844738,425.2180272629188,5.322114768983852,1043.5728290377783,4.422417284799975,-0.3894867037299379,-243.78056,-13.04
144,Gryffindor,Billy,Le,1997-01-30,Left,22398.0,599.5852111840952,-5.705504055909232,-5.995852111840954,4.66,-569.9967720898802,596.599814445475,-3.767260727505999,952.4012186072059,6.477809370926361,0.41123153059037576,-252.61465,217.25
145,Gryffindor,Nilda,Brogan,1997-04-16,Right,64395.0,597.0366261315444,-3.4482006663933635,-5.9703662613154425,7.359,-95.69736493123102,,-4.1743558750331085,958.2566180992128,1.1268872970354142,-1.791074054701447,-250.10574,147.89
146,Slytherin,Esteban,Milne,2001-07-12,Left,42359.0,-562.6819044344254,-6.0005059743269955,5.626819044344254,-5.2139999999999995,-529.9790418575392,375.728085285858,6.407741514386897,1056.650318791638,10.623115092006325,-0.4461055089357852,-249.61247999999998,-97.27
147,Gryffindor,Wilford,Stewart,2001-05-02,Right,35843.0,489.89425324821997,-3.6530554555555073,-4.8989425324822005,6.5089999999999995,-349.7733274236956,627.3851026449479,-4.990578109673786,972.2727747958673,4.661388683799714,1.0580512403618028,-248.8942,201.19
148,Gryffindor,Scarlett,Reyes,2001-11-01,Right,41153.0,299.15988793687285,-6.188562987388673,-2.9915988793687287,5.301,-460.6612894818784,565.3682291860599,-5.7876458677834455,934.3390401041092,-0.18150986393082214,-1.1287205243874516,-252.18504,183.15
149,Gryffindor,Van,Bearden,1997-12-15,Left,51005.0,703.2985890341223,-3.691706482968064,-7.032985890341222,5.396,-718.6084672028627,598.5899269585208,-6.100922865214429,933.6425612445884,1.7445476423581798,0.6104043636926044,-254.7511,237.12
150,Ravenclaw,Bryon,Small,1997-03-21,Left,38144.0,-463.7481242647566,4.067800533689656,4.637481242647566,4.716,481.94971977953537,595.4897379943877,4.79371428940726,1051.2926929529888,8.063913863244691,0.18934849532407474,-231.4406,7.21
151,Gryffindor,Dan,Whitt,2001-10-28,Left,43174.0,666.1027100731758,-3.7987627805183455,-6.661027100731754,5.3370000000000015,-512.1227025225447,614.7657965558212,-4.734302228187473,965.2147708584039,5.143056633733703,-1.0281133022192503,-252.364,208.29
152,Gryffindor,Jeff,Ernst,1998-02-23,Left,32262.0,791.1833391441772,-2.6006437718342896,-7.911833391441772,8.042,-542.2729290410913,536.7796445862099,-6.272048189931038,937.8606073393432,-1.4048837129040712,0.4511973960368234,-252.1266,221.15
153,Slytherin,Sammie,Zimmerman,2001-09-30,Right,43554.0,-504.67215959530563,-5.39052417277721,5.0467215959530565,-3.555,-477.0412098100229,415.61703295945364,6.743407605252114,1038.294797318717,10.35371257616464,0.4496306846126323,-248.00827,-74.44
154,Slytherin,Renaldo,Cushing,1997-05-13,Left,37115.0,-611.8966141749132,-5.612528220440685,6.118966141749133,-6.691,-713.0879484684998,323.4515005267623,5.323453249020779,1090.201068462954,11.093163527645846,0.2047321886027976,-250.79362999999998,-110.75
155,Hufflepuff,Saundra,Low,1999-09-12,Right,63995.0,441.156982392476,6.1608160861465295,-4.411569823924759,3.5860000000000003,-463.238086252921,322.22165536711805,4.887882933957645,1058.3281001327096,1.3000739243146828,-0.5229390669604774,-245.92806000000002,-57.46
156,Gryffindor,Alberto,Michaels,1999-09-30,Left,39731.0,660.8558858847127,-2.811463112509757,-6.608558858847128,6.502999999999999,-601.0012534685634,608.6887585885438,-5.376520300137536,974.1762252515224,4.579109237637884,-0.9599175291104838,-250.98261000000002,215.49
157,Hufflepuff,Lauren,Provost,1997-01-21,Right,44378.0,478.93829913883127,3.2705984981449454,-4.7893829913883135,7.2170000000000005,-399.89268902651605,413.39553376675576,7.7617714151593935,1043.4073320460702,6.384901265983324,-0.7276334066524749,-241.89848999999998,-43.13
158,Ravenclaw,Kristal,Woodley,2000-02-25,Left,55003.0,-379.6584984259632,7.919267824076713,3.7965849842596318,5.8629999999999995,753.4431926889142,591.097290120862,5.231018576284184,1064.4067519191267,,,-228.86285,-20.67
159,Ravenclaw,Mickey,Bratcher,2001-04-25,Right,,-538.3323832193067,3.8083331589830665,5.383323832193066,5.7,928.7153975554984,646.8372345539542,4.221800721071086,1055.5067547282188,6.454052705171398,-0.11254466949213313,-229.88521,-29.56
160,Hufflepuff,Carmel,Olivares,1997-10-25,Left,57084.0,476.6835504564386,3.020527660191415,-4.766835504564386,7.775,-649.92791442077,444.94349548649114,4.44375676474414,1062.2976840573992,6.181211732032223,-1.0024516120601843,-243.31047999999998,-17.02
161,Hufflepuff,Fletcher,Wingfield,1997-01-28,Right,71129.0,281.6377537719174,5.647298066086288,-2.8163775377191747,3.73,-547.6220495164306,348.35672446399064,7.324278747993341,1061.1714228849278,3.6157278302975295,-0.4118524723200033,-244.14334,-87.64
162,Hufflepuff,Omer,Carrera,2001-10-13,Left,52049.0,374.5028644248592,5.626831896681051,-3.745028644248591,5.501,-680.5592044941733,405.49289976007606,9.986958490100893,1058.9222721807582,8.847001568308011,-0.1385371563373891,-241.08842,-56.51
163,Slytherin,Lucio,Negron,1999-01-08,Left,67129.0,-500.83168103074087,-5.6287442668394725,5.0083168103074085,-4.98,-145.46668812709308,437.7989845658098,5.022475789370106,1008.6744112401936,6.517021695696429,0.35283108207552205,-250.63657999999998,-69.99
164,Ravenclaw,Patrick,Cox,1999-10-04,Left,59354.0,-306.2672492390175,8.272247367308207,3.0626724923901745,5.271,225.08781630031987,555.1066962558068,4.985539976010919,1026.1499104491404,3.4719460642262847,0.33714607165498434,-232.47976,19.37
165,Hufflepuff,Chong,Woodard,2000-03-20,Right,34543.0,650.9465307558138,5.166446839060284,-6.509465307558137,4.846,-324.32360263064425,380.1346584525196,3.5398941286868344,1038.3852286061554,3.4148113499108765,1.1029135122944909,-245.30497000000003,27.31
166,Hufflepuff,Nan,Hurley,1999-04-20,Left,57873.0,338.82293086693727,7.329863878135122,-3.3882293086693736,4.189,-616.8391787647063,426.94975282618486,2.3272451943555783,1052.1644381491808,3.4168291515109006,0.8036904220336857,-243.45278,38.9
167,Hufflepuff,Jonah,Rosa,1997-04-07,Right,54696.0,445.8123504230733,1.604080645386337,-4.458123504230733,7.3279999999999985,-626.5379030304357,394.2019539453881,7.6354487258394315,1070.4105816296906,7.402755763372745,0.2994655621147721,-243.53251,-85.17
168,Slytherin,Ervin,Shelley,1998-08-03,Left,,-273.0798764317556,-6.7004688031395006,2.730798764317556,-5.218999999999999,-287.89289199806507,,4.3059580578709085,1020.1217758343697,6.548906544029237,-1.6185929132396442,-255.2995,-95.88
169,Gryffindor,Jayson,Somerville,2001-06-23,Left,42547.0,426.45154456395215,-2.8706729935202016,-4.264515445639522,7.05,-582.9211907174829,606.9511449390733,-4.9823949229056534,995.840619724278,4.793895003848593,-0.661986196739527,-248.28095,177.61
170,Ravenclaw,Laura,Everett,2000-03-12,Right,39228.0,-383.08662372447196,4.7709417415073245,3.8308662372447206,5.8320000000000025,582.8250196894138,615.9485447610764,4.4171546257433025,1068.5398886509752,8.828469083620412,0.6031370544990369,-230.17467000000002,5.66
171,Gryffindor,Roy,Delossantos,2000-08-28,Left,53431.0,458.3909154797474,-5.195214988185951,-4.583909154797474,4.271,-476.143263717865,630.2490136557295,-4.3993626871966685,960.7178996289572,5.1987748614103975,1.0142778768826,-252.56696000000002,186.08
172,Gryffindor,Clinton,Hemphill,2000-01-13,Right,38984.0,498.8515227163389,-4.72777708858731,-4.988515227163389,7.004,42.248432472781076,648.8820637240212,-1.8321128566375853,986.2387814924613,7.323180071302537,-0.4725118722427806,-246.82635,137.9
173,Ravenclaw,Eldon,Hutson,2000-11-22,Right,41173.0,-544.0067552335277,6.354748419748845,5.440067552335278,4.9510000000000005,445.99328728750993,586.5497458798066,5.762430794435655,1065.8739977371272,8.168992185957858,-1.7389133791793359,-228.98087,-8.41
174,Hufflepuff,Carmen,Champion,2000-11-07,Left,68697.0,539.817622195028,4.12080291200291,-5.398176221950281,5.97,-641.8771539778286,394.06752811728296,3.659346404900528,1067.330700310418,3.857594473158757,-0.5479424983256803,-246.10102,-34.57
175,Gryffindor,Maggie,Damron,1998-06-02,Right,62042.0,476.2530837143403,-4.368506424964557,-4.762530837143403,5.8020000000000005,-585.9517245498463,572.8403769320282,-5.275262067619121,955.57285922298,0.639725633452406,-1.1448344648640176,-252.9695,163.15
176,Ravenclaw,Dovie,Saul,2000-08-27,Right,,-647.4568161938353,4.412894875519283,6.474568161938352,,368.3789108005743,568.3490491745223,4.99926723646908,1047.1972266657665,7.830296310022756,-1.6389979165803126,-231.69042000000002,10.56
177,Hufflepuff,Raymundo,Cooksey,1999-04-16,Right,60975.0,417.87412738761526,6.231948653378532,-4.178741273876153,6.4,-561.6842237595636,377.18702689707914,5.981996899425679,1054.7326507684036,3.104147980486049,0.22377007928066656,-242.47435,-44.31
178,Ravenclaw,Marty,Herrin,2000-06-20,Right,57532.0,-539.4599817797457,3.2411885701974947,5.394599817797457,5.16,254.99485732415616,639.3262584764062,5.393172189630898,1028.2103037574868,8.073240797461697,0.2168218645779212,-232.18652000000003,12.05
179,Ravenclaw,Rose,Torres,1997-12-16,Right,55371.0,-547.5567676599428,7.140489002772678,5.47556767659943,5.138,409.3729203396052,585.1080820440028,4.634795640063025,1042.6214310907126,4.742602440999928,-0.8365459311603338,-230.03135,4.41
180,Slytherin,Teddy,Dodds,1999-12-19,Right,98109.0,-271.7128297113348,-3.955124098215249,2.7171282971133484,-5.757999999999999,-392.0618071488298,441.7305583811767,2.5573961571499333,,4.930318673966822,0.7684132928635885,-255.09825,-54.34
181,Hufflepuff,Augusta,Blanchard,2001-09-13,Right,39874.0,658.6907505621286,6.6174847663589365,-6.586907505621286,2.858,-496.6530394619683,378.10141874229515,1.3530138258308622,1049.2652539866478,3.2872279261220383,-0.1338135441544775,-247.34739,61.58
182,Ravenclaw,Aretha,Trice,1996-11-08,Left,79428.0,-281.4286789956169,4.945813453890494,2.814286789956169,6.5829999999999975,517.679244892362,608.3003162088287,5.122940005570913,1036.250231706285,4.484910400050921,-0.7669961802704965,-233.16651000000002,-32.36
183,Slytherin,Eloy,Connell,2001-04-18,Right,74845.0,-416.6368113132445,-4.561808678778776,,-4.772,-230.21880058218886,459.2921793735066,3.0224329825093914,1016.0424930963117,6.08468437914788,-0.3391250692751369,-251.42808,-41.08
184,Ravenclaw,Lorenzo,Bundy,1999-11-23,Left,87138.0,-365.47166111582845,-6.6718089774476885,3.654716611158285,-7.125,-501.8877333413019,387.83613224479865,6.0298670334943845,1033.374715892715,8.248788657581947,1.3835783781876474,-255.96693,-120.43
185,Hufflepuff,Valentina,Gibson,1997-04-26,Left,53960.0,505.681327072416,6.049238885737318,-5.05681327072416,4.136,-457.606407640011,387.68178055707983,1.6309298190349684,1047.4329375994148,1.6857734765235663,0.4470020411128702,-245.93674,26.64
186,Hufflepuff,Ali,Battles,1999-06-25,Left,44095.0,626.1834382824775,5.415559805061089,-6.261834382824775,5.311,-333.0634198414465,386.8046962172157,7.2247534761746754,1034.6360007394928,5.0946255429291165,0.8764597225763691,-243.82131,-17.54
187,Slytherin,Stacey,Wu,1997-10-08,Left,31210.0,-525.9697368184118,-3.5898117534314826,5.259697368184118,-3.002,-626.5853562289046,412.152266543836,4.59961082081642,1062.5296446379357,10.582996057867122,0.2384106189083935,-246.34111000000001,-38.68
188,Hufflepuff,Daron,Kitchens,1999-02-28,Left,49529.0,426.24905868163256,5.688908158961578,,6.537999999999999,-499.5316869486786,411.1502890519687,3.5371052791937707,1047.4195133988444,3.0194325901068573,0.5074404860428015,-242.48361,9.71
189,Gryffindor,Marcia,Doe,2000-07-24,Left,47670.0,523.2887525464653,-5.171198400832992,-5.232887525464652,5.143,-432.9245845811108,,-3.914790331575592,966.1012238950387,3.878477799474786,-0.259603417947153,-252.38477999999998,159.3
190,Slytherin,Johnathon,Odom,1997-08-20,Left,58492.0,-272.03517346197657,-7.493774610990652,2.720351734619766,-4.77,-351.55253978720594,449.87630545327767,6.679820255918294,1034.3483259915183,12.128236745615885,-0.12395783199197967,-252.31929,-78.63
191,Hufflepuff,Geoffrey,Joyce,1998-04-09,Left,62429.0,495.5887741908954,4.16319347542818,-4.955887741908954,5.646,-616.2838916880063,394.6245135449816,4.240603841766073,1063.0593209928766,4.3828146595856055,-1.9791348897991063,-245.40838,-30.11
192,Ravenclaw,Charlotte,Evans,2000-11-29,Left,55527.0,-532.6318687848265,4.2747494903260375,5.3263186878482625,5.723,,625.6888859862345,6.10262442630188,1063.194194636801,8.312158786557847,0.6620911064851472,-229.29056,-41.14
193,Hufflepuff,Winnie,Wentworth,2001-04-04,Left,23669.0,558.3641462242324,5.073431532145102,-5.5836414622423245,5.585,-616.1168194449317,376.8050967460728,8.914703349116285,1053.2676951431283,8.941348503657181,0.6866273082561486,-242.00694,-16.34
194,Slytherin,Vickie,Candelaria,1997-10-02,Right,26557.0,-743.6957960459201,-5.226165460163067,7.4369579604592015,-3.759,-698.4912868660465,352.85125591754206,6.764206365844292,1072.2308018376787,10.834149006807019,1.4907515459363736,-245.94679,-102.6
195,Hufflepuff,Fern,Cummings,1999-06-06,Right,34642.0,675.1752309586523,,-6.751752309586522,4.961,-402.1696082189196,430.1812892011132,3.550969341718713,1037.566952508938,5.842755458433974,,-245.16055,53.66
196,Hufflepuff,Julianna,Doran,2000-08-01,Right,28482.0,825.5019412022267,8.573561389386674,-8.255019412022268,2.7960000000000003,-148.64231851421792,323.6682537657317,1.1606146231500718,1020.930905781208,-1.0914794975924509,-1.0842520248957432,-247.42257,75.19
197,Ravenclaw,Velma,Coles,1998-10-16,Right,61099.0,-596.7967703662614,3.8589071451549217,5.967967703662612,5.475,601.8294245945518,627.5167873338708,5.064972375064622,1054.6195020715386,7.129772149091573,-0.187130321426284,-230.28325,-30.58
198,Gryffindor,Shayne,Slayton,1999-09-23,Right,46520.0,220.8153067333725,-7.674307289259994,-2.208153067333725,2.975,-835.3002102931459,544.6111192485308,-6.036172918782129,924.1644598010923,0.2824199669950067,0.4407498928480383,-256.0132,191.7
199,Slytherin,Lacy,Mcgowan,1998-01-15,Right,16697.0,-604.2535200802579,-3.3465421004709817,6.042535200802579,-4.936,-415.4256160551609,430.2352909227532,4.523608767613091,1047.5773296176699,11.389266285479364,0.5220276886302291,-245.75565,-2.64
200,Ravenclaw,Janelle,Salazar,2001-09-03,Right,44757.0,568.2809648067849,7.657913855354771,-5.682809648067849,3.9989999999999997,-529.9841743868873,391.12347531272485,3.363899265929084,1045.7575185934022,3.6524416604321717,0.05305332870202915,-244.60007000000002,42.74
